gene_id,BonitaEye1,BonitaEye2,BonitaEye3,BonitaEye4,CuevaEye1,CuevaEye2,CuevaEye3,CuevaEye4,LunaEye1,LunaEye2,LunaEye3,LunaEye4,PSOEye1,PSOEye2,PSOEye3,PSOEye4
gene1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene24640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene24641,50,0,19,0,0,132,0,3,37,0,42,10,55,48,22,6
gene24642,0,0,0,0,0,9,0,0,6,0,0,0,0,5,0,0
gene24643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene24644,64,0,19,0,4,210,10,6,152,17,78,29,29,32,0,2
gene24645,8,0,0,3,19,24,0,0,14,0,24,17,0,3,0,0
gene24646,58,0,23,0,48,52,9,14,92,0,70,40,19,94,6,11
gene24647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene24648,9,0,3,0,7,56,0,15,46,0,82,9,18,8,0,0
gene24649,2,0,0,2,0,9,0,0,3,0,3,0,0,0,0,0
gene29070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene29071,11,0,6,0,0,0,0,0,9,0,0,0,7,6,0,0
gene29072,20,0,9,0,0,50,0,0,26,0,26,9,38,26,15,0
gene29073,24,0,0,0,0,122,0,0,98,0,105,23,8,20,0,0
gene29074,0,0,0,0,0,0,2,0,0,0,16,0,0,10,0,0
gene29075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene29076,48,0,6,0,0,74,0,0,65,0,22,9,65,9,41,3
gene29077,0,0,0,0,16,0,0,0,20,0,14,7,22,34,2,0
gene29078,9,2,0,0,0,23,0,0,19,0,5,0,46,6,0,5
gene29079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene11268,0,0,0,0,0,18,0,0,0,0,0,0,0,18,0,0
gene11269,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0
gene11262,2,0,0,0,0,0,0,0,18,0,6,0,9,0,0,0
gene11263,8,0,0,0,0,14,0,0,12,0,9,5,0,0,3,0
gene11260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene11261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene11266,3,0,0,0,0,47,0,0,36,0,9,0,6,5,0,0
gene11267,7,0,0,0,0,55,31,0,19,0,70,0,22,17,0,0
gene11264,33,0,0,0,0,17,15,0,59,0,49,19,24,7,4,8
gene11265,0,0,0,0,0,6,0,6,13,0,28,13,0,14,0,0
gene4937,0,0,6,2,0,6,0,0,13,0,14,0,22,25,0,3
gene4936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene4935,19,0,11,0,0,34,0,0,14,0,0,8,11,17,0,0
gene4934,0,0,0,26,0,0,13,5,30,0,0,0,11,9,3,0
gene4933,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
gene4932,10,3,0,7,0,55,0,0,17,0,27,3,11,0,0,0
gene4931,0,0,5,0,0,28,0,0,0,0,0,0,20,2,0,0
gene4930,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0
gene4939,13,0,0,44,0,46,14,0,37,0,17,6,9,17,0,0
gene4938,30,5,0,36,62,55,14,18,58,0,41,29,76,120,0,2
gene5048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5044,11,0,3,13,0,22,0,0,3,0,9,0,2,0,0,0
gene5045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5046,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
gene5047,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
gene5040,0,0,0,0,8,22,0,0,0,9,3,0,0,3,0,0
gene5041,0,0,0,17,0,0,0,0,0,0,8,0,0,10,0,0
gene5042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5043,0,0,6,0,0,32,0,0,11,0,0,0,0,20,2,0
gene1093,9,0,3,0,0,69,0,0,39,0,29,14,19,16,0,0
gene2219,39,0,0,3,0,65,0,0,8,0,7,0,39,33,0,9
gene25269,3,0,0,3,0,15,0,0,8,0,16,26,21,3,0,0
gene1099,9,0,10,0,0,10,0,17,11,0,15,3,30,14,0,0
gene1098,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
gene3803,3,0,0,0,0,19,0,0,16,0,8,4,4,2,0,0
gene3800,0,0,0,0,0,5,0,0,11,0,13,4,6,15,0,0
gene7358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene7359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene7356,8,0,12,0,0,0,0,0,11,0,6,0,14,12,6,0
gene7357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene7354,3,0,0,0,0,0,0,3,10,0,0,0,5,3,2,0
gene7355,0,0,0,0,25,0,0,0,8,0,41,0,25,5,0,0
gene7352,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
gene7353,0,0,3,0,0,16,0,0,17,0,25,0,28,6,0,2
gene7350,51,11,9,23,0,171,13,0,90,0,50,42,94,55,8,0
gene7351,8,0,0,0,0,23,0,2,23,0,3,8,27,27,6,0
gene8849,0,3,0,0,74,4,0,0,0,0,0,0,0,0,0,32
gene939,0,0,0,19,0,0,0,0,11,0,11,0,6,9,9,0
gene20318,18,3,0,0,0,18,4,0,11,0,9,9,0,35,13,0
gene20319,14,0,11,0,16,57,2,20,36,0,34,3,31,37,0,0
gene20316,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7
gene20317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene20314,11,0,7,2,2,0,7,11,29,0,24,32,19,51,10,0
gene20315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene20312,17,0,0,0,0,0,0,0,11,0,14,18,0,0,0,0
gene20313,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0
gene20310,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene20311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene932,15,0,0,0,0,19,0,0,2,0,0,3,0,17,0,0
gene26359,7,0,3,0,31,17,0,0,0,0,6,0,50,9,0,0
gene8841,159,8,38,0,109,363,13,45,277,37,169,111,118,172,37,0
gene22224,0,0,0,0,0,24,0,0,13,0,0,4,14,11,0,0
gene22225,12,2,3,17,36,24,0,15,20,0,32,6,28,39,0,0
gene22226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene22227,0,0,0,0,0,25,0,0,15,0,27,3,10,0,0,0
gene22220,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
gene22221,566,32,94,37,0,422,63,0,211,0,134,46,702,328,94,42
gene22222,0,0,0,0,0,9,0,0,0,0,3,5,0,0,0,0
gene22223,10,0,0,0,0,27,27,0,10,0,27,10,33,16,0,0
gene8847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene22228,53,0,9,37,19,84,9,14,68,15,153,11,44,150,29,6
gene22229,10,0,0,0,0,0,22,0,3,0,14,0,14,10,0,0
gene8846,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
gene934,3,0,4,0,0,17,0,4,21,0,0,0,18,6,0,0
gene8009,66,0,25,24,0,160,0,16,57,0,35,37,134,47,26,18
gene8008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene8007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene1549,3,0,0,0,0,14,0,0,12,0,11,0,8,0,0,0
gene8005,38,0,7,0,21,40,0,0,22,0,23,0,23,5,8,0
gene8004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene8003,0,0,0,0,0,6,0,0,0,0,10,0,7,0,0,0
gene8002,9,0,0,3,0,11,0,0,41,0,17,6,8,8,0,0
gene8001,0,0,0,0,0,0,0,0,8,0,9,0,5,3,0,0
gene8000,9,0,0,0,0,11,0,0,19,0,8,0,3,11,0,0
gene1545,123,9,43,35,83,468,85,3,278,0,204,61,122,318,40,43
gene1544,48,0,13,0,0,103,0,0,73,0,12,23,118,23,0,19
gene1547,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
gene4562,0,0,0,0,8,0,0,0,3,0,0,0,5,0,0,0
gene1541,37,0,17,0,11,86,0,0,72,0,54,3,125,28,4,0
gene31500,13,0,0,0,0,27,0,0,1,0,3,0,11,3,0,0
gene1543,8,0,0,0,0,21,0,0,21,0,3,19,17,19,0,0
gene1542,33,0,13,0,61,65,0,0,51,3,16,0,32,8,0,0
gene18051,0,0,0,14,0,0,0,2,0,0,0,2,0,3,0,0
gene21041,8,0,4,25,0,68,10,10,24,0,47,28,34,9,3,0
gene21040,12,0,5,19,22,13,0,0,33,0,12,14,49,3,7,0
gene21043,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
gene21042,0,0,0,0,0,0,0,0,8,0,3,1,1,0,0,0
gene21045,0,4,0,52,0,117,54,22,58,0,151,23,11,0,3,0
gene21044,11,0,0,0,19,41,8,0,11,0,57,6,0,11,0,0
gene21047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene21046,35,0,3,8,0,78,0,22,96,9,48,13,62,51,0,0
gene21049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene21048,12,0,0,0,0,35,0,0,27,0,2,10,13,13,6,0
gene23577,18,0,0,0,0,16,0,0,0,0,0,3,9,0,0,0
gene23576,3,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0
gene23575,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
gene23574,0,0,0,0,3,0,0,3,0,0,6,0,0,7,0,0
gene23573,27,0,3,27,0,24,0,5,83,11,39,28,44,23,0,0
gene23572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene23571,0,0,6,0,0,0,3,1,8,0,29,3,52,18,0,17
gene23570,0,0,0,0,42,9,33,0,9,2,13,0,6,38,0,0
gene23579,190,2,42,64,55,293,22,11,343,0,287,110,238,128,51,17
gene23578,0,0,0,21,0,3,0,0,19,0,0,0,0,17,0,0
gene9350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9351,115,2,13,0,62,286,0,0,156,0,119,51,148,112,0,11
gene9352,59,0,0,29,0,86,8,0,72,0,66,11,13,61,26,3
gene9353,7257,252,1276,2313,6541,11265,2834,1661,10725,264,13147,3760,5683,12370,3794,1375
gene9354,23,5,0,0,0,5,9,0,30,0,3,0,8,0,0,0
gene9355,20,0,5,0,8,0,0,3,13,0,33,9,21,38,0,0
gene9356,4,0,0,0,0,20,0,0,36,0,95,15,0,0,0,0
gene9357,7,0,0,0,0,100,0,0,12,0,28,0,8,0,3,0
gene9358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene9359,24,0,6,1,20,39,3,0,28,0,9,3,26,11,0,1
gene21597,123,0,11,33,3,155,58,11,140,0,85,69,126,77,34,0
gene21596,21,0,0,0,0,137,0,0,29,0,31,0,5,2,0,0
gene21595,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0
gene21594,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
gene21593,8,0,0,0,0,7,0,0,0,0,3,0,18,5,0,0
gene21592,17,0,0,15,0,0,17,0,0,0,0,0,0,13,3,0
gene21591,143,12,29,11,9,109,22,2,53,11,108,10,318,136,35,0
gene21590,6,0,0,0,0,0,0,0,6,6,11,0,3,6,0,0
gene19293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19292,11,0,0,0,0,70,19,0,3,0,6,0,0,12,0,0
gene19291,35,0,0,0,0,62,17,0,66,0,22,6,23,21,19,0
gene19290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19296,3,0,0,0,0,0,0,0,40,12,35,0,0,19,11,0
gene19295,9,0,6,0,0,9,0,19,21,0,0,24,3,14,0,0
gene19294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene8911,0,0,0,0,0,18,0,0,0,0,10,0,18,11,0,0
gene26067,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0
gene8913,0,0,0,0,0,0,0,0,10,0,21,6,0,0,0,0
gene8912,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0
gene8915,71,3,5,3,0,183,6,11,119,0,143,25,128,81,22,0
gene8914,56,11,4,0,0,530,41,11,436,0,106,134,162,67,19,5
gene8917,0,3,6,30,3,14,12,11,9,0,29,0,14,27,2,0
gene26061,38,0,0,9,0,45,0,25,18,0,45,0,33,11,0,0
gene8919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene8918,13,0,2,0,0,71,0,0,53,0,42,0,17,6,0,0
gene23687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene23686,184,5,48,12,140,323,60,17,333,0,369,73,306,310,37,17
gene23681,0,0,4,0,0,29,0,0,13,0,0,5,31,4,6,0
gene23680,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
gene26068,51,3,8,0,3,109,66,9,61,9,35,42,121,103,11,8
gene26069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene4682,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
gene18650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene18651,13,0,0,0,0,0,0,0,14,0,0,2,0,11,0,0
gene13600,5,0,0,0,0,26,0,0,0,0,19,7,0,9,0,0
gene18653,11,0,8,0,0,44,0,0,12,0,18,0,42,44,6,15
gene18654,18,3,4,0,2,48,20,11,23,0,33,3,18,55,5,0
gene18655,3,0,0,0,0,8,0,0,35,0,14,15,11,26,0,0
gene18656,0,0,0,0,21,5,0,0,15,0,7,0,24,0,0,0
gene13605,8,0,3,0,0,37,0,0,17,0,19,2,24,23,0,0
gene18658,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
gene18659,0,0,0,4,13,47,0,0,31,0,46,14,15,23,0,0
gene13608,19,0,3,0,0,27,1,0,72,0,38,6,19,9,3,1
gene13609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15027,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
gene20886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene20887,12,0,0,0,0,0,0,6,6,0,7,6,33,3,6,0
gene20884,17,0,10,17,30,193,24,5,118,4,88,40,40,45,25,0
gene20885,33,0,6,0,0,24,0,0,33,0,34,10,33,41,0,0
gene20882,19,0,0,0,2,11,0,0,17,0,16,12,5,25,6,0
gene20883,0,0,0,19,0,7,3,0,20,0,5,23,32,33,0,0
gene20880,145,2,38,0,0,97,39,7,130,0,51,14,217,132,49,20
gene20881,6,0,0,0,5,32,0,0,13,0,41,0,0,39,3,0
gene20888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene20889,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0
gene17479,0,0,0,0,0,0,0,9,10,0,9,0,35,5,0,0
gene17478,6,0,0,0,4,11,14,6,0,0,16,0,11,16,0,0
gene16388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16384,13,0,0,0,0,42,0,0,23,0,23,13,15,19,0,0
gene16385,0,0,0,0,0,0,0,0,8,0,13,0,33,0,0,2
gene16386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16380,0,0,0,0,0,14,6,0,13,0,6,9,0,3,0,0
gene16381,69,0,13,41,0,182,0,0,94,17,72,23,136,30,4,0
gene16382,133,0,75,96,24,414,64,29,198,0,156,160,238,262,89,25
gene16383,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0
gene22761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene22760,29,0,14,0,0,36,0,0,40,0,24,0,13,13,3,0
gene22763,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0
gene22762,0,0,0,0,0,8,0,0,4,0,13,6,0,3,0,4
gene22765,3,0,8,0,0,0,0,0,4,0,11,3,0,0,0,0
gene22764,0,0,0,0,0,0,0,0,2,0,2,0,5,0,0,0
gene22767,0,0,0,0,0,0,0,0,4,0,11,0,25,0,0,0
gene22766,0,0,0,0,0,0,2,0,8,0,0,0,5,0,0,0
gene22769,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,0
gene22768,65,0,20,50,72,268,12,8,220,15,71,154,161,105,22,0
gene640,0,0,0,0,0,42,0,0,0,0,21,0,5,0,0,0
gene641,10,0,0,0,0,37,0,0,35,0,22,6,7,0,0,0
gene17473,0,0,0,0,0,40,0,0,14,0,6,0,10,0,0,0
gene17472,3,0,0,0,0,25,0,0,17,0,32,5,35,11,0,0
gene17475,37,0,11,0,49,37,11,6,96,0,96,14,51,64,0,0
gene17474,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0
gene17477,57,3,0,0,76,223,14,0,319,0,224,70,66,31,14,0
gene17476,16,0,3,0,38,466,94,0,158,14,93,18,0,15,7,3
gene12269,8,0,0,0,0,0,0,0,0,0,3,0,17,14,0,0
gene12268,104,4,12,0,0,100,10,0,7,0,24,7,117,71,8,22
gene12263,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0
gene12262,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
gene12261,0,0,0,0,0,0,0,0,0,0,51,0,11,0,0,0
gene12260,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0
gene12267,0,0,0,0,0,10,0,0,4,0,7,0,13,0,0,0
gene12266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene12265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene12264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene21869,0,0,0,0,0,6,0,6,18,0,34,8,41,12,0,0
gene21868,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0
gene21867,252,8,21,0,28,485,0,0,292,0,152,151,145,136,30,6
gene21866,0,0,2,0,0,0,14,0,0,0,13,0,21,0,0,0
gene21865,0,0,0,7,5,9,2,6,0,3,0,2,0,6,0,0
gene21864,7,0,0,0,0,0,0,0,17,0,11,7,56,10,0,0
gene21863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene21862,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
gene21861,70,0,5,7,0,57,3,0,45,2,58,22,54,67,0,0
gene21860,17,0,0,0,0,40,0,9,34,0,30,7,18,33,0,0
gene28503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene28502,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
gene28501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene28500,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
gene28507,15,0,0,0,4,78,0,0,98,0,20,29,22,14,0,0
gene28506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene28505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene28504,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
gene28509,68,0,17,0,21,27,12,0,36,0,22,33,19,24,0,0
gene28508,22,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
gene29672,4,22,25,450,0,10,0,0,2,0,3,2,302,38,0,0
gene29673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene29670,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0
gene29671,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
gene29676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene29677,0,0,0,0,0,9,0,0,19,0,8,5,0,5,7,0
gene29674,10,0,0,0,0,11,0,3,19,0,8,15,0,0,0,0
gene29675,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
gene29678,0,0,0,17,0,6,0,0,7,0,7,12,12,2,0,0
gene29679,0,0,0,0,0,6,0,7,12,0,0,12,41,0,17,0
gene15125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15124,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
gene15127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15121,17,0,10,11,21,11,11,8,9,5,6,6,21,50,1,2
gene15120,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
gene15123,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0
gene15122,45,0,6,0,0,143,11,0,89,0,55,0,145,31,23,0
gene24330,30,0,0,0,51,51,0,0,28,0,16,5,47,0,8,0
gene24331,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
gene24332,24,2,29,0,7,112,19,13,57,0,34,17,92,68,14,0
gene24333,25,3,5,0,0,46,13,0,29,0,60,20,66,45,8,0
gene24334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene24335,0,0,0,0,0,13,0,3,6,0,31,0,0,8,0,0
gene24336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene24337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene14838,9,0,16,0,0,30,0,12,5,0,25,0,0,48,2,0
gene14839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene14830,17,0,13,26,0,14,0,0,37,0,0,3,38,19,14,8
gene14831,6,0,0,0,0,0,0,0,0,0,0,2,46,8,0,0
gene14832,19,0,0,0,0,48,0,0,33,0,29,6,34,23,14,0
gene14833,10,0,0,0,0,0,0,0,24,0,13,3,31,25,0,2
gene14834,16,0,6,0,0,87,0,0,130,0,45,21,40,29,0,14
gene14835,0,0,0,0,0,16,8,3,19,0,16,11,0,4,6,0
gene14836,37,0,2,0,0,81,0,0,37,0,69,26,102,64,13,0
gene14837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene11712,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0
gene11713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene11710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene11711,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,2
gene11716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene11717,68,9,12,9,49,209,47,8,225,11,73,128,138,99,11,0
gene11714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene11715,7,0,0,0,0,0,0,0,14,4,17,6,0,0,0,0
gene11718,24,0,0,0,0,37,0,0,26,0,27,7,0,13,8,0
gene11719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene20058,10,0,3,0,0,28,0,0,12,0,6,0,11,3,0,0
gene20051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene20050,6,6,14,0,34,0,11,0,10,0,9,7,46,32,6,0
gene20053,62,2,0,0,0,92,0,0,55,0,40,7,129,29,0,0
gene20052,53,0,9,4,17,57,0,0,76,0,94,20,82,160,33,0
gene20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene20054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene20057,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
gene20056,6,0,4,0,0,54,10,0,66,0,38,23,52,15,0,0
gene451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene238,36,0,0,0,0,14,0,6,0,0,0,0,64,8,0,0
gene235,3,0,0,0,3,0,0,0,10,0,4,0,0,6,0,0
gene234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene237,0,0,1,3,12,0,0,6,0,0,0,2,0,0,1,0
gene236,0,0,0,0,0,38,0,0,11,0,20,0,23,3,0,0
gene231,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
gene230,11,0,0,0,0,15,0,0,0,0,17,0,0,6,0,0
gene233,24,0,2,25,8,58,0,8,46,0,68,6,42,19,11,0
gene232,28,4,14,0,0,175,0,10,53,6,50,16,56,70,3,3
gene450,324,14,43,94,86,772,89,17,551,15,607,219,331,306,103,51
gene453,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0
gene17718,11,0,0,0,0,11,0,0,3,0,19,0,6,9,0,3
gene17719,0,0,0,0,0,0,0,0,9,0,3,0,6,0,0,0
gene17710,29,0,0,2,0,73,0,1,38,4,30,11,73,34,14,1
gene17711,18,0,0,0,0,105,0,3,64,16,67,12,9,63,13,3
gene17712,0,0,0,0,0,0,0,0,0,2,0,0,6,2,0,0
gene17713,15,0,0,0,0,46,0,8,40,0,18,2,0,14,0,0
gene17714,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
gene17715,0,0,0,0,0,24,0,5,7,0,0,0,0,0,0,0
gene17716,23,0,0,0,15,66,5,3,59,0,61,6,72,94,0,0
gene17717,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0
gene491,0,0,0,0,0,0,0,0,4,0,0,0,0,13,0,0
gene490,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
gene493,20,0,6,0,0,62,27,0,59,0,83,5,63,35,11,0
gene492,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0
gene495,23,0,0,0,0,32,0,0,32,0,8,12,30,3,0,0
gene494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene497,18,0,4,0,0,63,0,3,13,0,21,6,29,25,0,0
gene496,22,0,0,0,0,19,0,0,22,0,0,6,0,0,9,0
gene499,6,0,0,34,0,0,0,24,8,0,0,0,0,0,0,0
gene498,0,0,0,12,0,0,0,9,18,0,20,0,0,0,0,0
gene1189,16,0,5,0,29,46,5,5,41,0,24,3,5,48,0,0
gene1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene1185,50,9,14,55,37,103,0,11,103,0,83,69,105,108,5,2
gene1184,6,4,0,0,0,34,0,0,6,0,14,0,28,0,0,0
gene1187,23,0,3,13,0,3,0,17,6,0,24,8,12,9,8,0
gene1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene1180,5,0,6,0,0,50,18,0,84,0,65,0,24,36,0,2
gene1183,35,3,19,22,0,30,29,0,28,0,19,27,40,145,38,27
gene1182,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0
gene31413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31411,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
gene31410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31416,0,0,0,0,12,0,0,0,3,0,0,0,0,11,0,0
gene31415,3,0,0,2,6,0,0,0,3,1,3,0,2,0,0,0
gene31414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31418,0,0,0,8,0,0,0,0,2,0,0,7,5,5,0,0
gene22013,36,3,0,9,39,59,20,0,50,3,35,9,0,13,0,0
gene22012,34,0,5,0,0,42,0,0,49,0,34,9,22,19,3,14
gene22011,8,0,0,0,0,20,0,0,20,0,35,14,51,28,15,0
gene22010,9,2,0,0,65,33,0,3,29,0,45,0,22,0,11,0
gene13887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
