gene_id,BonitaEye1,BonitaEye2,BonitaEye3,BonitaEye4,CuevaEye1,CuevaEye2,CuevaEye3,CuevaEye4,LunaEye1,LunaEye2,LunaEye3,LunaEye4,PSOEye1,PSOEye2,PSOEye3,PSOEye4
gene8350,123,0,26,0,39,1128,21,15,263,0,102,142,119,214,16,12
gene8357,0,0,0,0,0,0,0,0,6,1,0,3,0,0,0,0
gene8356,11,0,0,0,0,20,0,0,17,0,12,3,3,0,0,0
gene444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene445,0,0,0,0,0,0,0,0,3,0,11,0,7,0,0,0
gene2716,13,0,0,0,0,25,0,0,0,0,0,0,0,9,0,0
gene27753,18,0,0,0,0,261,0,4,102,11,0,16,9,26,0,0
gene27752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene22503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene27750,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
gene22505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene22504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene22507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene27754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene22509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene22508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene27759,24,0,3,3,0,27,0,0,14,0,9,17,19,7,3,0
gene27758,0,0,0,0,0,13,0,0,11,3,10,2,17,3,6,3
gene20017,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
gene25024,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
gene25023,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
gene25022,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene14922,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0
gene14923,79,0,11,0,0,188,3,17,73,0,99,12,85,79,29,7
gene14920,14,0,3,0,0,60,0,0,70,0,5,0,5,0,0,0
gene14921,14,0,0,0,0,0,0,3,16,0,0,0,0,3,0,0
gene14926,88,0,21,30,14,40,0,3,19,0,82,2,129,208,21,0
gene14927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene14924,0,0,0,0,0,0,0,6,7,0,4,0,0,3,0,0
gene14925,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
gene14928,4,0,0,0,0,45,4,0,24,0,16,13,13,11,0,0
gene14929,27,0,0,0,0,65,0,7,24,0,29,9,14,13,9,0
gene12375,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0
gene12374,26,0,0,0,0,0,0,0,14,0,0,0,27,7,0,0
gene16690,105,0,16,0,81,213,2,0,165,5,97,81,93,76,5,17
gene16691,85,0,11,0,40,136,14,6,81,0,114,43,91,76,16,0
gene12371,0,2,3,0,2,0,5,0,6,1,0,0,0,0,1,1
gene16697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene12373,9,0,0,0,0,0,0,0,0,0,6,0,19,7,0,0
gene12372,5,0,0,0,0,0,0,0,21,0,8,0,13,4,0,0
gene16698,63,3,13,0,40,127,30,9,85,0,50,25,66,51,0,0
gene16699,936,51,280,199,1285,2327,2121,319,2902,23,3637,2891,1871,3423,540,53
gene12379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene12378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene21979,0,0,0,0,2,0,11,3,2,0,0,6,3,2,0,0
gene21978,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
gene21971,11,0,0,0,0,0,0,2,0,0,36,6,0,0,0,14
gene21970,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
gene21973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene21972,207,6,38,0,128,351,83,9,168,0,200,90,255,310,46,27
gene21975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene21974,0,0,0,0,0,10,0,0,5,0,4,0,7,0,0,0
gene21977,3,0,3,0,0,0,0,0,24,0,3,0,3,0,0,0
gene21976,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0
gene25671,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
gene25281,8,0,3,3,25,128,6,3,49,4,98,32,13,34,33,14
gene16429,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,2
gene16428,765,47,141,97,470,1118,214,54,870,2,917,180,591,1147,352,90
gene28763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene28762,0,0,0,32,0,0,0,0,0,0,6,0,7,0,0,0
gene28761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene28760,0,0,0,26,0,0,0,0,6,0,0,0,11,6,0,0
gene24226,0,0,0,0,0,4,0,0,16,0,0,8,7,10,0,0
gene24227,12,0,5,0,0,56,0,0,37,0,49,25,48,29,19,0
gene24224,52,0,7,14,6,79,12,3,81,0,44,32,108,53,10,0
gene24225,41,0,11,0,0,94,0,0,57,0,70,19,75,72,7,0
gene24228,93,5,14,0,0,54,33,4,18,0,17,11,233,125,14,0
gene24229,17,0,0,0,0,7,0,0,14,0,37,0,33,21,5,0
gene29412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene29413,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
gene29410,16,0,0,0,0,30,19,0,6,0,19,0,36,22,0,1
gene29411,13,0,0,30,0,0,0,6,4,0,8,0,25,31,0,0
gene29416,0,0,0,0,0,12,0,0,0,0,8,3,0,3,0,0
gene29417,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0
gene29414,0,0,0,0,0,16,0,0,0,0,7,6,0,0,0,0
gene29415,0,0,0,0,0,0,0,0,4,0,0,0,21,0,0,0
gene29418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene29419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15345,14,0,0,20,0,20,14,16,19,0,25,0,41,18,17,0
gene15344,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
gene15347,6,0,0,0,0,8,0,0,14,0,2,0,14,7,0,0
gene15346,98,0,31,22,0,12,0,0,23,0,7,0,339,32,7,0
gene15341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15340,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
gene15343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15342,18,0,3,0,0,35,0,0,15,0,30,0,8,56,0,0
gene15349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene15348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene14698,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0
gene14699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene14690,68,8,9,0,26,106,0,4,92,5,40,37,80,66,17,8
gene14691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene14692,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
gene14693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene14694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene14695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene14696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene14697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene10333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene10332,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0
gene10331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene10330,17,0,0,5,0,45,0,4,21,19,22,7,0,13,5,0
gene10337,14,9,16,43,0,26,38,6,10,0,22,13,3,38,30,0
gene10336,0,0,11,0,17,24,0,9,18,4,19,8,53,20,0,0
gene10335,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
gene10334,27,0,8,0,30,112,23,0,62,0,38,10,57,41,41,0
gene18601,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
gene10339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene10338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene23493,31277,1358,5608,4737,299,16040,1963,16,4453,147,2894,866,70246,28889,4507,2155
gene6913,22,0,17,0,0,24,0,3,11,0,24,19,54,20,0,0
gene6912,0,0,0,0,0,16,0,6,30,0,6,0,9,3,7,0
gene6911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene6910,47,7,15,0,0,53,3,0,61,0,161,0,72,55,17,22
gene6917,4,0,0,0,0,19,3,0,0,0,5,5,0,4,2,0
gene6916,25,0,0,0,0,23,0,0,0,0,2,2,24,8,6,0
gene6915,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0
gene6914,14,3,9,31,0,58,0,9,17,0,28,17,34,19,3,0
gene6919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene6918,0,0,0,0,0,0,0,0,11,0,0,8,6,3,5,0
gene25676,10,0,14,23,0,7,0,10,29,0,2,16,33,33,8,0
gene10599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene12213,6,0,0,0,0,0,7,0,0,0,25,0,0,9,0,0
gene10597,0,0,0,0,0,11,0,0,0,0,22,8,41,10,0,0
gene10596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene10595,74,2,39,0,0,123,13,0,75,0,68,22,82,163,25,0
gene10594,23,0,3,0,0,66,11,0,29,0,55,6,0,30,6,19
gene10593,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
gene10592,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
gene10591,35,0,0,0,61,60,19,5,16,0,118,13,21,33,8,0
gene10590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene1470,20,3,0,6,12,45,16,0,64,0,124,33,9,46,19,0
gene25675,28,0,25,24,8,177,72,0,108,0,58,15,97,101,13,0
gene12216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene25673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
gene17642,0,0,0,0,0,0,0,0,19,0,0,0,0,0,5,0
gene17643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene17641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene17646,21,0,0,0,0,39,0,0,33,0,22,18,0,12,0,0
gene17647,38,0,6,22,72,60,0,8,21,6,67,34,57,57,27,36
gene17644,99,0,28,39,141,266,8,10,268,0,137,137,174,147,21,20
gene17645,15,0,0,3,0,13,0,0,7,0,0,0,0,0,0,0
gene17648,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
gene17649,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0
gene16995,0,0,0,25,8,21,0,0,30,0,10,0,14,6,0,0
gene16994,73,11,26,0,0,95,7,2,42,0,29,16,40,60,13,0
gene16997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16991,15,0,0,0,0,46,0,3,52,0,58,10,15,19,5,0
gene16990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene16998,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
gene13819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene13818,21,0,8,7,0,149,0,7,64,0,9,30,17,9,12,0
gene13813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene13812,5,0,3,0,0,14,0,0,2,0,11,0,0,11,0,0
gene13811,13,0,0,0,0,26,5,0,0,0,17,9,4,0,0,0
gene13810,0,0,0,0,0,11,0,3,8,0,7,0,0,0,0,0
gene13817,32,3,17,0,55,102,25,4,67,3,43,8,77,54,7,0
gene13816,0,0,0,0,0,0,0,0,0,0,11,0,9,3,0,0
gene13815,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0
gene13814,9,0,0,0,0,0,0,0,6,0,0,0,23,17,0,0
gene2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene2340,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0
gene2341,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
gene2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene2347,0,0,0,0,0,25,0,0,10,0,10,3,7,0,0,0
gene2344,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene2345,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0
gene2348,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0
gene2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene4425,13,0,0,0,0,9,0,0,23,0,9,3,0,11,0,0
gene4424,39,6,15,3,27,74,2,8,91,0,116,40,105,70,10,0
gene4427,4,0,7,22,0,3,0,0,8,0,6,0,18,9,0,5
gene4426,28,0,0,0,0,30,0,0,10,0,15,14,2,5,4,0
gene4421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene4420,26,0,9,0,28,266,5,6,161,0,40,34,47,59,21,22
gene4423,55,0,7,37,0,213,8,0,136,8,7,53,87,30,28,15
gene4422,156,12,61,70,106,350,185,46,557,38,571,146,136,215,69,0
gene3439,0,0,0,24,0,6,0,0,0,0,3,0,19,0,3,0
gene3438,52,0,6,0,0,82,0,16,46,0,88,27,75,132,0,17
gene4429,479,23,112,169,3,54,3,0,11,0,29,2,795,665,126,64
gene4428,111,5,16,0,30,233,3,6,97,9,85,53,113,61,6,0
gene31273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31271,4,0,0,0,0,0,0,3,9,0,4,3,8,0,0,0
gene31270,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0
gene31277,3,0,0,0,0,3,0,0,9,0,0,1,2,6,0,3
gene1496,0,0,0,0,4,0,0,0,5,0,8,6,17,3,0,0
gene1495,11,0,4,0,0,22,0,0,3,2,29,6,6,8,6,0
gene1494,0,0,3,0,0,10,0,0,0,0,7,0,0,3,0,2
gene1499,6,0,3,0,0,10,0,0,15,0,7,7,11,16,0,0
gene1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5776,126,3,19,0,116,340,59,19,198,5,116,103,33,118,39,1
gene5777,26,0,3,0,18,117,0,0,81,0,10,0,18,18,0,3
gene5774,31,0,0,0,0,107,0,0,92,0,35,7,33,12,8,0
gene5775,9,0,0,0,0,36,0,0,30,0,35,0,0,3,0,0
gene5772,0,0,8,0,0,0,0,0,0,0,3,0,6,0,0,0
gene5773,15,0,0,0,0,19,0,0,0,0,6,6,0,6,0,0
gene5770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene5771,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
gene5778,8,0,3,2,24,9,14,22,6,0,28,19,9,31,3,2
gene5779,13,0,0,0,0,16,0,0,16,0,53,3,0,19,11,0
gene6144,35,1,0,2,1,20,0,6,46,1,39,1,6,14,0,2
gene6145,9,0,11,10,0,19,16,0,20,0,51,19,37,37,0,0
gene27258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene6147,48,0,7,20,0,138,0,6,50,0,36,9,33,32,0,0
gene6140,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,0
gene6141,124,0,16,22,25,288,0,15,81,18,77,72,73,64,0,0
gene6142,6,2,5,3,33,14,0,0,14,0,23,11,22,48,0,0
gene6143,5,0,0,0,0,0,0,16,0,0,0,0,9,8,0,0
gene27252,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
gene27253,39,3,22,0,0,83,24,11,72,3,35,22,97,13,19,35
gene27250,6,0,0,4,0,0,0,9,9,0,7,0,18,20,21,14
gene27251,0,0,0,0,0,0,0,3,0,0,0,0,14,0,6,0
gene6148,69,0,9,0,0,166,0,3,53,14,36,30,114,88,23,0
gene6149,26,0,6,4,0,0,0,3,24,0,32,14,16,2,0,0
gene27254,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0
gene27255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene28408,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
gene28409,0,0,13,0,0,0,0,0,31,0,10,0,58,28,0,0
gene5488,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0
gene5489,24,0,0,18,0,22,0,6,25,0,33,29,20,40,0,0
gene12464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene28402,0,0,0,0,0,0,0,0,3,0,0,0,80,3,6,0
gene5485,42,2,4,0,27,55,0,0,66,0,21,26,43,28,16,0
gene28400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene28401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene28406,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
gene28407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene28404,0,0,14,0,0,8,0,0,32,0,0,0,0,5,0,0
gene28405,12,0,0,0,12,13,9,0,4,0,28,9,45,34,0,0
gene7439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene7438,19,3,19,0,0,51,11,6,61,0,46,14,31,27,9,0
gene7437,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0
gene7436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene7435,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
gene7434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene7433,0,0,15,0,0,3,0,0,4,0,0,8,0,11,0,0
gene7432,0,0,3,14,0,0,0,0,9,0,5,5,0,0,0,0
gene7431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene7430,8,0,9,0,38,13,26,0,55,0,22,8,0,25,6,0
gene12462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene12468,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
gene3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene4160,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
gene4161,38,6,18,13,51,137,20,20,94,0,31,9,63,84,34,0
gene4162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene4163,27,9,14,0,0,40,46,0,57,0,53,25,38,70,19,0
gene4164,0,0,0,19,0,0,0,9,0,0,0,0,0,0,0,0
gene4165,0,0,0,0,0,8,0,0,4,0,0,6,0,9,0,0
gene4166,0,0,0,0,0,0,0,0,6,0,0,0,11,7,0,0
gene4167,41,2,3,4,0,51,11,0,28,0,32,4,5,28,6,10
gene4168,48,6,0,0,0,59,0,0,21,0,78,12,20,61,25,0
gene4169,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0
gene3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene1141,64,11,2,0,0,66,32,0,105,0,18,12,145,201,26,0
gene1140,22,3,0,0,0,14,0,0,58,0,29,19,62,11,0,0
gene1143,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0
gene1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene1145,0,0,5,0,0,0,0,0,0,0,17,0,0,6,0,0
gene13980,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0
gene1147,0,0,0,0,0,2,0,0,6,0,6,2,0,0,0,0
gene1146,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0
gene18255,3,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0
gene30458,0,0,0,0,0,21,0,3,0,0,0,3,0,0,0,0
gene30459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene30452,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
gene31569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene21778,0,0,0,0,0,4,0,0,3,0,6,0,0,0,0,0
gene23928,17,0,3,0,0,7,0,0,26,0,19,3,0,11,0,0
gene23929,5,0,0,0,0,18,9,0,15,0,0,0,18,5,0,0
gene23920,0,0,0,0,0,0,0,0,0,0,19,8,6,0,11,0
gene23921,7,0,0,3,0,46,33,0,16,0,58,21,40,71,0,0
gene23922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene23923,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene23924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene23925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene23926,21,0,0,0,25,40,0,0,38,0,19,12,49,20,11,0
gene23927,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
gene18934,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
gene31738,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gene31739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31732,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0
gene31733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene31734,0,2,4,112,2,3,5,44,3,2,3,4,32,0,0,0
gene31735,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0
gene24532,29,0,3,0,0,124,0,25,65,0,63,12,5,25,14,0
gene28292,12,0,0,6,0,17,0,0,12,0,5,11,22,17,0,0
gene28291,0,0,0,0,0,0,0,3,16,0,3,5,27,0,0,0
gene28290,0,0,0,20,0,0,0,0,20,0,7,0,21,0,0,0
gene28297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene28296,0,0,0,0,0,11,0,0,17,0,0,0,3,3,0,0
gene24534,8,0,0,3,0,13,0,0,5,0,3,9,9,0,0,0
gene28294,4,0,0,0,0,10,0,0,9,0,0,0,13,0,0,0
gene28299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene24539,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
gene21788,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
gene21789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene21782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene21783,0,0,0,0,0,0,0,0,7,0,7,0,0,2,0,0
gene21780,20,0,0,0,6,79,0,0,29,0,5,0,0,20,3,0
gene21781,2,0,0,0,0,16,0,0,0,0,17,0,0,32,0,0
gene21786,10,0,0,0,0,0,0,0,14,0,11,3,47,33,0,0
gene21787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene21784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene21785,9,0,0,0,0,30,0,0,5,0,0,0,0,5,0,0
gene22321,60,0,0,0,17,24,0,0,36,0,23,5,25,15,0,0
gene22320,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
gene22323,631,24,98,65,15,864,65,0,482,0,151,142,938,454,86,16
gene22322,121,0,4,0,26,179,10,0,76,3,78,39,129,88,55,0
gene22325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene22324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene19089,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
gene19086,300,18,124,67,0,179,23,11,79,28,44,33,652,555,100,30
gene19087,9,0,0,0,0,0,0,0,10,0,15,0,11,0,0,0
gene19084,13,0,6,0,0,30,12,6,28,0,6,9,16,7,0,0
gene19085,45,0,0,0,0,114,25,8,129,0,33,19,49,25,5,0
gene19082,10,0,13,33,0,0,0,11,0,3,16,0,0,17,9,0
gene19083,0,0,0,0,0,19,0,2,5,0,0,13,0,9,0,0
gene19080,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0
gene19081,0,0,0,0,0,0,0,0,13,0,0,0,28,0,0,0
gene26831,27,0,0,0,0,17,0,0,11,0,0,16,21,0,0,0
gene26830,0,0,0,0,0,15,0,0,14,0,0,0,8,0,0,0
gene26833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene26832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene26835,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
gene26834,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1
gene26837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene26836,67,0,38,76,19,229,14,14,182,0,112,91,115,99,28,9
gene26839,3,0,0,0,0,10,0,0,8,0,0,0,17,3,0,0
gene26838,6,0,3,0,0,4,0,0,0,0,11,0,0,10,0,0
gene20781,700,190,612,84,20,414,0,5,762,0,205,110,4305,1760,508,275
gene20780,3715,597,1384,591,343,5031,631,18,3979,158,1435,3457,8322,5064,977,639
gene20783,18,18,29,0,0,41,15,0,127,0,19,0,682,287,110,17
gene20782,103,38,189,0,0,7,19,11,752,11,96,14,1709,299,91,87
gene20785,431,200,453,246,74,432,87,19,941,28,283,582,1930,1170,304,109
gene20784,908,230,556,309,66,413,76,6,998,16,172,245,3678,1378,460,252
gene20787,3,0,0,0,0,20,0,0,6,2,0,13,72,9,0,0
gene20786,0,0,0,0,0,0,0,0,11,0,0,6,69,5,0,0
gene20789,899,145,360,329,299,2362,196,0,1389,62,721,1057,2007,1303,217,77
gene20788,71,4,3,0,35,150,0,0,43,0,73,91,135,117,11,0
gene21430,81,0,5,0,27,152,36,0,79,0,108,30,85,28,4,0
gene21431,0,0,3,0,0,10,0,0,0,0,0,6,0,13,0,0
gene21432,44,0,3,7,28,75,14,0,95,6,93,47,28,63,8,2
gene21433,78,6,23,141,22,201,42,17,148,0,195,69,96,206,86,6
gene21434,24,0,0,0,0,22,0,0,16,2,30,7,27,5,20,0
gene21435,10,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0
gene21436,14,0,3,0,2,27,26,8,42,0,24,0,22,13,0,0
gene21437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene30951,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0
gene30950,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
gene30953,3,0,0,4,0,0,0,6,0,3,0,0,0,0,0,0
gene30952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene30955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene30954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene30957,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0
gene30956,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3
gene10867,11,0,0,0,0,8,0,0,0,0,6,0,11,0,0,0
gene10866,96,0,0,6,0,30,3,3,63,0,168,24,49,104,9,0
gene10865,224,3,36,65,70,241,31,0,117,0,229,32,279,301,60,0
gene10864,6,0,0,0,0,44,0,0,30,0,27,0,28,7,0,6
